quarter,ticker,company_name,exchange,sector,industry,is_vn30,close_price,quarter_return,return_1m,return_3m,return_6m,rsi14,volatility_63d,volume_avg,trading_value_avg,technical_score,fundamental_score,valuation_score,liquidity_score,risk_score,total_signal_score,signal_class,risk_level,base_total_signal_score,base_signal_class,vn30_return,vnindex_return,relative_strength_vs_vnindex,relative_strength_vs_vn30,relative_strength_score
2025Q2,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,63.11,-15.41,5.94,-17.05,-5.17,78.83,47.16,589575.3,34587394.41,25,50,50,3.33,20.0,30.75,Risk Alert,High Risk,32.5,Risk Alert,7.31,4.46,-19.87,-22.72,20
2025Q3,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,77.7,22.21,0.52,22.21,31.81,57.14,32.06,9294428.64,666546168.11,90,50,50,76.67,66.67,66.67,Positive Signal,Medium Risk,67.67,Positive Signal,26.21,20.6,1.61,-4.0,60
2025Q3,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,25.13,24.28,3.89,24.28,24.41,43.31,33.63,71125834.77,1739909173.22,85,50,50,100.0,43.33,66.58,Positive Signal,Medium Risk,67.33,Positive Signal,26.21,20.6,3.68,-1.93,60
2025Q3,STB,Sacombank,HOSE,Banking,Commercial Bank,1,56.9,21.19,3.83,21.19,48.76,67.86,32.47,11990535.94,628205436.56,90,50,50,73.33,60.0,65.5,Positive Signal,Medium Risk,66.5,Positive Signal,26.21,20.6,0.59,-5.02,60
2025Q3,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,81.0,7.71,-2.53,7.71,18.25,50.0,32.63,10303853.12,827680693.44,80,50,50,80.0,53.33,59.33,Neutral,Medium Risk,63.83,Neutral,26.21,20.6,-12.89,-18.5,20
2025Q3,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,37.07,12.95,-1.88,12.95,41.0,48.53,32.47,24723567.88,881228643.96,65,50,50,86.67,56.67,56.92,Neutral,Medium Risk,60.67,Neutral,26.21,20.6,-7.65,-13.26,20
2025Q3,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,34.84,21.22,-1.55,21.22,22.85,51.85,29.09,10630790.73,352182583.43,80,50,50,43.33,73.33,59.83,Neutral,Medium Risk,60.33,Neutral,26.21,20.6,0.62,-4.99,60
2025Q3,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,99.19,34.99,-1.53,34.99,101.16,53.07,36.63,5032390.03,460059129.9,80,50,50,60.0,36.67,62.67,Neutral,Medium Risk,59.17,Neutral,26.21,20.6,14.39,8.78,100
2025Q3,SSI,SSI Securities,HOSE,Securities,Brokerage,1,35.12,61.69,-5.87,61.69,50.02,31.47,42.16,52616165.14,1666546369.03,65,50,50,96.67,20.0,62.75,Neutral,High Risk,58.5,Neutral,26.21,20.6,41.09,35.48,100
2025Q3,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,26.2,34.22,-3.68,34.22,46.04,40.51,37.48,33617831.8,839995164.73,65,50,50,83.33,33.33,62.08,Neutral,Medium Risk,57.83,Neutral,26.21,20.6,13.62,8.01,100
2025Q3,VNM,Vinamilk,HOSE,Consumer,Dairy,1,55.5,4.36,-1.63,4.36,3.03,50.87,21.0,5834170.47,330098027.31,65,50,50,40.0,90.0,53.25,Neutral,Low Risk,57.0,Neutral,26.21,20.6,-16.24,-21.85,20
2025Q3,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,31.0,29.44,4.55,29.44,64.63,60.55,34.78,5956413.14,169586285.1,90,50,50,23.33,40.0,58.0,Neutral,Medium Risk,57.0,Neutral,26.21,20.6,8.84,3.23,80
2025Q3,VPB,VPBank,HOSE,Banking,Commercial Bank,1,30.56,68.56,-8.5,68.56,66.0,40.76,52.01,46884342.8,1288929289.89,65,50,50,93.33,3.33,60.58,Neutral,High Risk,56.33,Neutral,26.21,20.6,47.96,42.35,100
2025Q3,HDB,HDBank,HOSE,Banking,Commercial Bank,1,23.9,40.26,-4.63,40.26,39.28,45.64,41.03,20982235.42,461766838.48,65,50,50,63.33,23.33,58.08,Neutral,High Risk,53.83,Neutral,26.21,20.6,19.66,14.05,100
2025Q3,BID,BIDV,HOSE,Banking,Commercial Bank,1,39.56,9.28,-5.88,9.28,2.3,44.96,29.32,8938964.86,354923829.04,50,50,50,46.67,70.0,48.5,Weak Signal,Medium Risk,51.5,Neutral,26.21,20.6,-11.32,-16.93,20
2025Q3,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,61.55,6.52,-10.15,6.52,-4.32,18.39,26.44,8680302.53,547562538.73,35,50,50,66.67,83.33,49.08,Weak Signal,Medium Risk,51.33,Neutral,26.21,20.6,-14.08,-19.69,20
2025Q3,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,87.45,82.95,34.44,82.95,201.55,87.41,48.77,3693354.62,225820092.7,75,50,50,36.67,6.67,54.92,Neutral,High Risk,51.17,Neutral,26.21,20.6,62.35,56.74,100
2025Q3,ACB,ACB,HOSE,Banking,Commercial Bank,1,21.97,19.73,-7.46,19.73,17.61,33.33,33.3,19059346.08,415312416.32,50,50,50,50.0,50.0,49.0,Weak Signal,Medium Risk,50.0,Neutral,26.21,20.6,-0.87,-6.48,40
2025Q3,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,33.8,26.26,-5.85,26.26,14.23,42.62,38.77,6255775.64,203617028.3,65,50,50,30.0,26.67,51.42,Neutral,Medium Risk,49.17,Weak Signal,26.21,20.6,5.66,0.05,80
2025Q3,HCM,HSC Securities,HOSE,Securities,Brokerage,1,26.26,25.65,-5.3,25.65,9.97,39.8,38.73,17322238.02,452563152.18,50,50,50,56.67,30.0,52.0,Neutral,Medium Risk,49.0,Weak Signal,26.21,20.6,5.05,-0.56,80
2025Q3,TPB,TPBank,HOSE,Banking,Commercial Bank,1,17.95,39.04,-9.39,39.04,42.35,45.57,48.28,35160320.98,621508542.11,50,50,50,70.0,10.0,54.0,Neutral,High Risk,49.0,Weak Signal,26.21,20.6,18.44,12.83,100
2025Q3,POW,PV Power,HOSE,Utilities,Power Generation,1,11.86,10.43,-12.79,10.43,12.1,35.24,32.19,15510346.56,193014890.36,50,50,50,26.67,63.33,44.83,Weak Signal,Medium Risk,47.83,Weak Signal,26.21,20.6,-10.17,-15.78,20
2025Q3,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,31.49,22.72,-6.06,22.72,14.01,47.57,43.1,14126683.08,444091781.67,50,50,50,53.33,16.67,48.17,Weak Signal,High Risk,47.17,Weak Signal,26.21,20.6,2.12,-3.49,60
2025Q3,FPT,FPT Corporation,HOSE,Technology,IT Services,1,90.79,-9.98,-11.01,-9.98,-13.01,30.08,28.39,10201849.8,1033697262.24,10,50,50,90.0,80.0,46.0,Weak Signal,Medium Risk,47.0,Weak Signal,26.21,20.6,-30.58,-36.19,20
2025Q3,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,99.69,43.21,-10.62,43.21,35.01,17.14,47.11,2142338.81,210351972.35,50,50,50,33.33,13.33,48.83,Weak Signal,High Risk,43.83,Weak Signal,26.21,20.6,22.61,17.0,100
2025Q3,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,54.87,1.27,-1.33,1.27,3.0,40.87,25.9,689330.86,38490527.01,30,50,50,3.33,86.67,38.67,Weak Signal,Low Risk,40.67,Weak Signal,26.21,20.6,-19.33,-24.94,20
2025Q3,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,65.76,3.72,-1.62,3.72,-13.79,46.43,29.01,584386.72,39481045.12,15,50,50,6.67,76.67,34.42,Risk Alert,Medium Risk,35.67,Weak Signal,26.21,20.6,-16.88,-22.49,20
2025Q3,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,34.2,-7.32,-5.39,-7.32,-11.19,31.82,19.55,2329556.25,86067712.58,0,50,50,16.67,93.33,33.83,Risk Alert,Low Risk,34.33,Risk Alert,26.21,20.6,-27.92,-33.53,20
2025Q3,GAS,PV Gas,HOSE,Energy,Gas,1,60.4,-3.36,-6.93,-3.36,-3.94,39.73,15.35,1041458.3,66780535.88,0,50,50,13.33,96.67,33.67,Risk Alert,Low Risk,34.17,Risk Alert,26.21,20.6,-23.96,-29.57,20
2025Q3,SAB,Sabeco,HOSE,Consumer,Beverage,1,43.35,-2.91,-2.91,-2.91,-2.54,39.32,15.04,1289109.61,58605130.58,0,50,50,10.0,100.0,33.5,Risk Alert,Low Risk,34.0,Risk Alert,26.21,20.6,-23.51,-29.12,20
2025Q3,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,27.31,-11.07,-5.14,-11.07,-20.4,44.14,33.57,4863377.53,146073964.63,0,50,50,20.0,46.67,29.67,Risk Alert,Medium Risk,30.17,Risk Alert,26.21,20.6,-31.67,-37.28,20
2025Q4,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,25.3,-4.17,7.43,-4.71,29.61,55.7,29.86,26863984.85,674135135.91,75,50,50,90.0,80.0,62.25,Neutral,Medium Risk,66.5,Positive Signal,8.55,7.17,-11.34,-12.72,20
2025Q4,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,119.41,22.52,16.1,24.0,63.15,67.27,58.92,6500352.09,674015375.17,100,50,50,86.67,6.67,68.67,Positive Signal,High Risk,66.17,Positive Signal,8.55,7.17,15.35,13.97,100
2025Q4,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,169.6,99.53,23.35,92.18,269.1,69.67,54.93,4898378.82,625518619.44,100,50,50,80.0,10.0,68.0,Positive Signal,High Risk,65.5,Positive Signal,8.55,7.17,92.36,90.98,100
2025Q4,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,35.75,1.22,5.43,2.61,22.06,61.88,30.31,8910909.26,312962915.77,90,50,50,53.33,73.33,59.83,Neutral,Medium Risk,64.83,Neutral,8.55,7.17,-5.95,-7.33,20
2025Q4,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,88.4,13.77,10.5,14.81,35.25,65.02,33.55,7064686.36,582175977.42,90,50,50,73.33,40.0,65.5,Positive Signal,Medium Risk,64.5,Neutral,8.55,7.17,6.6,5.22,80
2025Q4,POW,PV Power,HOSE,Utilities,Power Generation,1,12.7,6.72,3.17,9.39,14.21,59.68,31.43,7332232.06,88779903.12,100,50,50,23.33,56.67,58.17,Neutral,Medium Risk,61.67,Neutral,8.55,7.17,-0.45,-1.83,40
2025Q4,HDB,HDBank,HOSE,Banking,Commercial Bank,1,29.7,24.63,20.34,27.52,70.79,80.63,42.03,18732225.74,470593987.56,85,50,50,63.33,30.0,63.75,Neutral,High Risk,60.5,Neutral,8.55,7.17,17.46,16.08,100
2025Q4,STB,Sacombank,HOSE,Banking,Commercial Bank,1,58.0,-3.01,17.41,1.75,23.27,72.1,44.2,8927540.91,481739172.8,85,50,50,66.67,16.67,54.92,Neutral,High Risk,59.67,Neutral,8.55,7.17,-10.18,-11.56,20
2025Q4,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,34.18,-9.48,2.03,-9.0,2.49,59.39,34.59,13582856.55,482810046.98,75,50,50,70.0,36.67,54.92,Neutral,Medium Risk,59.17,Neutral,8.55,7.17,-16.65,-18.03,20
2025Q4,SSI,SSI Securities,HOSE,Securities,Brokerage,1,30.25,-13.96,2.82,-11.81,31.46,57.06,42.14,31794560.55,1036956338.46,60,50,50,100.0,26.67,54.67,Neutral,High Risk,58.17,Neutral,8.55,7.17,-21.13,-22.51,20
2025Q4,BID,BIDV,HOSE,Banking,Commercial Bank,1,38.9,-1.79,5.56,-1.17,7.61,63.27,23.58,2730152.98,104823624.94,75,50,50,26.67,86.67,53.42,Neutral,Low Risk,57.67,Neutral,8.55,7.17,-8.96,-10.34,20
2025Q4,GAS,PV Gas,HOSE,Energy,Gas,1,72.4,19.47,9.53,20.47,15.84,73.79,31.26,967892.42,62806679.09,85,50,50,16.67,63.33,60.08,Neutral,Medium Risk,56.83,Neutral,8.55,7.17,12.3,10.92,100
2025Q4,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,160.76,63.27,-4.09,61.63,132.75,65.3,52.43,2342525.5,330748905.18,80,50,50,56.67,13.33,59.83,Neutral,High Risk,56.33,Neutral,8.55,7.17,56.1,54.72,100
2025Q4,ACB,ACB,HOSE,Banking,Commercial Bank,1,20.68,-6.97,0.19,-6.43,9.82,50.94,19.96,10500860.62,227531740.51,60,50,50,40.0,96.67,52.67,Neutral,Low Risk,56.17,Neutral,8.55,7.17,-14.14,-15.52,20
2025Q4,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,23.57,-6.69,-0.38,-4.5,13.54,48.1,27.13,35433942.82,862538458.67,35,50,50,96.67,83.33,53.58,Neutral,Medium Risk,55.83,Neutral,8.55,7.17,-13.86,-15.24,20
2025Q4,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,32.5,1.5,-3.59,2.75,33.8,64.5,59.59,12405282.06,421781729.75,80,50,50,60.0,3.33,51.33,Neutral,High Risk,55.83,Neutral,8.55,7.17,-5.67,-7.05,20
2025Q4,VNM,Vinamilk,HOSE,Consumer,Dairy,1,59.26,3.17,-5.85,4.51,10.85,48.76,31.31,4497646.41,265251492.77,65,50,50,50.0,60.0,53.75,Neutral,Medium Risk,55.5,Neutral,8.55,7.17,-4.0,-5.38,40
2025Q4,SAB,Sabeco,HOSE,Consumer,Beverage,1,47.0,8.17,-6.49,7.58,5.62,33.01,29.87,1188625.68,56164093.17,75,50,50,10.0,76.67,53.92,Neutral,Medium Risk,54.17,Neutral,8.55,7.17,1.0,-0.38,60
2025Q4,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,77.0,-5.29,-2.04,-3.75,3.22,54.95,32.32,7540890.91,604298942.12,50,50,50,76.67,46.67,50.67,Neutral,Medium Risk,53.67,Neutral,8.55,7.17,-12.46,-13.84,20
2025Q4,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,35.3,3.37,1.29,5.53,-5.23,57.76,21.89,1656893.94,57255365.61,65,50,50,13.33,93.33,51.58,Neutral,Low Risk,53.33,Neutral,8.55,7.17,-3.8,-5.18,40
2025Q4,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,64.05,16.31,5.9,16.88,19.23,88.08,31.22,633438.03,37900561.8,75,50,50,6.67,66.67,54.42,Neutral,Medium Risk,52.67,Neutral,8.55,7.17,9.14,7.76,80
2025Q4,VPB,VPBank,HOSE,Banking,Commercial Bank,1,28.15,-7.28,-0.85,-2.86,52.82,53.32,42.24,22805746.92,670981368.25,50,50,50,83.33,23.33,49.33,Weak Signal,High Risk,52.33,Neutral,8.55,7.17,-14.45,-15.83,20
2025Q4,TPB,TPBank,HOSE,Banking,Commercial Bank,1,17.1,-6.96,0.0,-3.99,30.53,55.17,32.24,11200931.44,197891093.42,65,50,50,30.0,50.0,47.75,Weak Signal,Medium Risk,51.5,Neutral,8.55,7.17,-14.13,-15.51,20
2025Q4,FPT,FPT Corporation,HOSE,Technology,IT Services,1,94.5,3.64,-0.83,3.64,-9.13,49.27,31.06,7920095.7,749875153.39,15,50,50,93.33,70.0,48.75,Weak Signal,Medium Risk,48.0,Weak Signal,8.55,7.17,-3.53,-4.91,40
2025Q4,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,25.59,-17.61,3.86,-15.12,-3.8,56.01,37.91,9435810.44,253780371.19,25,50,50,46.67,33.33,38.58,Weak Signal,Medium Risk,40.33,Weak Signal,8.55,7.17,-24.78,-26.16,20
2025Q4,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,31.5,-6.53,-6.11,-0.79,16.67,43.83,42.47,6219330.3,208488613.33,35,50,50,33.33,20.0,37.75,Weak Signal,High Risk,40.0,Weak Signal,8.55,7.17,-13.7,-15.08,20
2025Q4,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,57.5,-7.18,-0.17,-6.81,-0.83,48.57,17.23,3848455.39,230365925.81,0,50,50,43.33,100.0,38.5,Weak Signal,Low Risk,39.0,Weak Signal,8.55,7.17,-14.35,-15.73,20
2025Q4,HCM,HSC Securities,HOSE,Securities,Brokerage,1,22.03,-16.11,0.46,-14.01,-4.67,42.62,32.11,9139630.94,215396502.18,10,50,50,36.67,53.33,35.33,Weak Signal,Medium Risk,36.33,Weak Signal,8.55,7.17,-23.28,-24.66,20
2025Q4,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,60.75,-7.62,-6.78,-6.93,-5.65,31.93,22.56,225658.82,14545466.2,0,50,50,3.33,90.0,31.5,Risk Alert,Low Risk,32.0,Risk Alert,8.55,7.17,-14.79,-16.17,20
2025Q4,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,26.2,-4.59,-5.59,-0.46,-9.31,46.15,32.47,2393523.5,65448601.62,0,50,50,20.0,43.33,29.33,Risk Alert,Medium Risk,29.83,Risk Alert,8.55,7.17,-11.76,-13.14,20
2026Q1,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,24.01,3.63,-5.62,0.54,-6.61,44.63,33.99,46915132.89,1140123923.48,35,50,50,96.67,83.33,59.58,Neutral,Medium Risk,55.83,Neutral,-9.81,-6.37,10.0,13.44,80
2026Q1,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,26.45,4.34,-4.34,5.38,-0.38,46.6,33.11,30417514.04,824872412.81,35,50,50,86.67,90.0,60.75,Neutral,Low Risk,55.0,Neutral,-9.81,-6.37,10.71,14.15,100
2026Q1,STB,Sacombank,HOSE,Banking,Commercial Bank,1,62.2,7.43,-7.16,11.07,9.31,38.01,45.24,13730980.7,835477504.04,50,50,50,90.0,36.67,59.67,Neutral,Medium Risk,54.67,Neutral,-9.81,-6.37,13.8,17.24,100
2026Q1,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,99.19,-22.32,2.49,-10.36,3.52,66.22,66.75,7472863.05,793472464.36,60,50,50,83.33,13.33,50.83,Neutral,High Risk,54.33,Neutral,-9.81,-6.37,-15.95,-12.51,20
2026Q1,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,81.8,-6.41,-9.11,-6.51,3.54,41.58,40.42,8389935.09,724551882.81,45,50,50,73.33,60.0,52.25,Neutral,Medium Risk,53.0,Neutral,-9.81,-6.37,-0.04,3.4,40
2026Q1,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,34.6,-2.54,-6.11,-1.14,0.29,47.13,34.49,16077357.89,610449836.49,35,50,50,70.0,80.0,53.25,Neutral,Medium Risk,51.5,Neutral,-9.81,-6.37,3.83,7.27,60
2026Q1,POW,PV Power,HOSE,Utilities,Power Generation,1,13.0,2.77,-16.13,1.56,3.5,39.62,46.48,20697968.42,294400434.3,60,50,50,30.0,33.33,50.83,Neutral,Medium Risk,48.33,Weak Signal,-9.81,-6.37,9.14,12.58,80
2026Q1,HDB,HDBank,HOSE,Banking,Commercial Bank,1,25.45,-12.09,-5.57,-7.45,6.49,45.95,36.76,17295129.82,472551465.18,35,50,50,50.0,76.67,45.92,Weak Signal,Medium Risk,48.17,Weak Signal,-9.81,-6.37,-5.72,-2.28,20
2026Q1,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,135.0,-22.01,-19.26,-20.54,70.89,37.03,62.67,5224485.96,783622489.47,35,50,50,80.0,16.67,44.42,Weak Signal,High Risk,46.67,Weak Signal,-9.81,-6.37,-15.64,-12.2,20
2026Q1,SSI,SSI Securities,HOSE,Securities,Brokerage,1,26.95,-7.55,-15.38,-12.5,-24.15,31.46,38.56,36693389.47,1123367062.54,10,50,50,93.33,63.33,46.83,Weak Signal,Medium Risk,45.83,Weak Signal,-9.81,-6.37,-1.18,2.26,40
2026Q1,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,75.5,-1.69,-3.7,-0.79,-8.15,58.39,33.77,7542285.96,587072166.84,15,50,50,63.33,86.67,47.92,Weak Signal,Medium Risk,45.17,Weak Signal,-9.81,-6.37,4.68,8.12,60
2026Q1,FPT,FPT Corporation,HOSE,Technology,IT Services,1,73.68,-21.37,-16.63,-20.53,-22.99,38.19,38.21,12938981.51,1161744271.59,0,50,50,100.0,73.33,44.33,Weak Signal,Medium Risk,44.83,Weak Signal,-9.81,-6.37,-15.0,-11.56,20
2026Q1,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,26.7,8.49,-5.69,7.4,-16.2,45.95,43.01,12843836.18,343738280.36,40,50,50,36.67,46.67,50.17,Neutral,Medium Risk,44.67,Weak Signal,-9.81,-6.37,14.86,18.3,100
2026Q1,GAS,PV Gas,HOSE,Energy,Gas,1,78.3,1.16,-32.15,19.91,26.49,21.21,72.24,3838408.77,396897210.88,50,50,50,43.33,3.33,47.33,Weak Signal,High Risk,44.33,Weak Signal,-9.81,-6.37,7.53,10.97,80
2026Q1,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,58.1,1.75,-7.63,1.57,-7.11,37.63,41.52,11828005.26,782962507.02,15,50,50,76.67,53.33,48.58,Weak Signal,Medium Risk,43.83,Weak Signal,-9.81,-6.37,8.12,11.56,80
2026Q1,VPB,VPBank,HOSE,Banking,Commercial Bank,1,26.23,-4.3,-4.83,-6.99,-13.75,51.89,38.51,21658778.98,592902702.85,15,50,50,66.67,66.67,46.42,Weak Signal,Medium Risk,43.67,Weak Signal,-9.81,-6.37,2.07,5.51,60
2026Q1,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,72.0,10.7,-13.25,16.75,28.57,31.89,47.28,2090044.93,160887559.32,50,50,50,13.33,30.0,47.5,Weak Signal,Medium Risk,42.5,Weak Signal,-9.81,-6.37,17.07,20.51,100
2026Q1,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,31.7,23.11,-25.93,20.76,11.66,37.77,71.02,7321850.88,270352752.37,50,50,50,26.67,6.67,47.17,Weak Signal,High Risk,42.17,Weak Signal,-9.81,-6.37,29.48,32.92,100
2026Q1,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,30.07,-12.15,-11.4,-11.77,-18.99,46.81,32.64,13649556.93,453551756.11,10,50,50,46.67,96.67,41.17,Weak Signal,Low Risk,42.17,Weak Signal,-9.81,-6.37,-5.78,-2.34,20
2026Q1,ACB,ACB,HOSE,Banking,Commercial Bank,1,20.29,-1.89,-1.7,-2.69,-8.19,54.52,29.02,15506947.21,318960209.16,15,50,50,33.33,100.0,44.75,Weak Signal,Low Risk,42.0,Weak Signal,-9.81,-6.37,4.48,7.92,60
2026Q1,HCM,HSC Securities,HOSE,Securities,Brokerage,1,22.7,6.12,-2.78,0.35,-13.72,50.33,44.28,15002774.46,352136771.4,30,50,50,40.0,40.0,47.5,Weak Signal,Medium Risk,41.5,Weak Signal,-9.81,-6.37,12.49,15.93,100
2026Q1,VNM,Vinamilk,HOSE,Consumer,Dairy,1,58.58,0.33,-9.16,-3.37,2.99,38.71,41.79,7983014.96,516619418.44,15,50,50,60.0,50.0,45.75,Weak Signal,Medium Risk,41.0,Weak Signal,-9.81,-6.37,6.7,10.14,80
2026Q1,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,40.4,11.29,-34.63,13.48,15.26,23.67,70.6,9177864.91,487350500.18,30,50,50,53.33,10.0,46.5,Weak Signal,High Risk,40.5,Weak Signal,-9.81,-6.37,17.66,21.1,100
2026Q1,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,120.0,-24.82,-7.69,-24.45,14.8,44.62,43.29,1423907.33,190229095.09,35,50,50,16.67,43.33,37.58,Weak Signal,Medium Risk,39.83,Weak Signal,-9.81,-6.37,-18.45,-15.01,20
2026Q1,BID,BIDV,HOSE,Banking,Commercial Bank,1,39.4,2.47,-12.83,3.68,-2.6,36.14,49.3,10671277.19,504212057.89,15,50,50,56.67,23.33,42.58,Weak Signal,Medium Risk,37.83,Weak Signal,-9.81,-6.37,8.84,12.28,80
2026Q1,TPB,TPBank,HOSE,Banking,Commercial Bank,1,16.3,-1.81,-8.43,-6.05,-11.8,48.05,32.72,14441559.65,248928972.72,0,50,50,23.33,93.33,38.83,Weak Signal,Low Risk,35.33,Weak Signal,-9.81,-6.37,4.56,8.0,60
2026Q1,SAB,Sabeco,HOSE,Consumer,Beverage,1,44.3,-3.97,-6.14,-6.7,0.75,46.99,38.25,1538101.81,74862518.24,15,50,50,3.33,70.0,37.25,Weak Signal,Medium Risk,34.5,Risk Alert,-9.81,-6.37,2.4,5.84,60
2026Q1,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,26.0,-18.5,-4.24,-21.21,-22.85,51.88,41.37,5727831.58,158283966.4,15,50,50,10.0,56.67,32.92,Risk Alert,Medium Risk,34.17,Risk Alert,-9.81,-6.37,-12.13,-8.69,20
2026Q1,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,24.87,-27.66,-7.37,-24.82,-12.4,51.35,54.33,8459582.09,247928717.79,15,50,50,20.0,20.0,30.75,Risk Alert,High Risk,32.0,Risk Alert,-9.81,-6.37,-21.29,-17.85,20
2026Q1,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,53.1,-11.59,-18.31,-11.74,-19.85,37.1,48.27,1353101.25,89537171.69,0,50,50,6.67,26.67,25.67,Risk Alert,Medium Risk,26.17,Risk Alert,-9.81,-6.37,-5.22,-1.78,20
2026Q2,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,62.2,5.42,0.0,7.24,7.61,56.76,22.25,6980620.97,429530709.84,80,50,50,80.0,80.0,64.0,Neutral,Medium Risk,66.5,Positive Signal,7.19,9.22,-3.8,-1.77,40
2026Q2,ACB,ACB,HOSE,Banking,Commercial Bank,1,22.65,10.43,5.59,10.7,8.17,46.98,25.6,18663499.87,397948981.66,85,50,50,73.33,60.0,64.25,Neutral,Medium Risk,65.0,Positive Signal,7.19,9.22,1.21,3.24,60
2026Q2,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,220.0,56.03,7.37,69.88,38.54,67.8,49.61,3780806.45,762901245.48,90,50,50,96.67,10.0,68.0,Positive Signal,High Risk,65.0,Positive Signal,7.19,9.22,46.81,48.84,100
2026Q2,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,151.8,43.05,3.7,53.04,46.77,60.16,57.38,5857512.03,825717441.76,90,50,50,100.0,3.33,67.83,Positive Signal,High Risk,64.83,Neutral,7.19,9.22,33.83,35.86,100
2026Q2,STB,Sacombank,HOSE,Banking,Commercial Bank,1,73.8,18.65,10.15,20.59,40.84,62.5,37.56,5917195.16,409894414.52,90,50,50,76.67,23.33,64.33,Neutral,High Risk,63.33,Neutral,7.19,9.22,9.43,11.46,80
2026Q2,BID,BIDV,HOSE,Banking,Commercial Bank,1,42.4,5.34,1.19,7.48,10.42,56.1,26.87,6744135.48,282540926.13,90,50,50,53.33,50.0,59.5,Neutral,Medium Risk,62.5,Neutral,7.19,9.22,-3.88,-1.85,40
2026Q2,POW,PV Power,HOSE,Utilities,Power Generation,1,14.7,12.64,6.52,12.64,15.75,67.8,28.23,11426038.71,157123707.9,90,50,50,26.67,43.33,56.83,Neutral,Medium Risk,57.83,Neutral,7.19,9.22,3.42,5.45,60
2026Q2,SAB,Sabeco,HOSE,Consumer,Beverage,1,48.5,8.99,2.75,9.85,1.96,59.05,24.8,710117.74,33596764.76,90,50,50,6.67,70.0,54.5,Neutral,Medium Risk,57.5,Neutral,7.19,9.22,-0.23,1.8,40
2026Q2,HDB,HDBank,HOSE,Banking,Commercial Bank,1,25.85,0.98,0.39,2.58,-4.26,65.71,22.46,11283308.06,295454080.81,60,50,50,56.67,76.67,53.17,Neutral,Medium Risk,56.67,Neutral,7.19,9.22,-8.24,-6.21,20
