quarter,selected_ticker,selected_company,selected_sector,selected_score,selected_signal_class,selected_risk_level,selected_quarter_return,selected_return_3m,peer_ticker,peer_company,peer_score,peer_signal_class,peer_risk_level,peer_quarter_return,peer_return_3m,score_gap,return_gap,opportunity_cost_level
2024Q4,VNM,Vinamilk,Consumer,38.17,Weak Signal,Low Risk,-8.85,-9.12,SAB,Sabeco,53.5,Neutral,Low Risk,-0.52,1.23,15.33,10.35,Moderate Opportunity Cost
2024Q4,VNM,Vinamilk,Consumer,38.17,Weak Signal,Low Risk,-8.85,-9.12,MSN,Masan Group,39.5,Weak Signal,Medium Risk,-8.62,-7.89,1.33,1.23,Low Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,TCB,Techcombank,65.83,Positive Signal,Medium Risk,0.0,1.25,14.41,5.28,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,CTG,VietinBank,65.17,Positive Signal,Medium Risk,3.6,4.43,13.75,8.46,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,HDB,HDBank,64.33,Neutral,High Risk,9.28,10.64,12.91,14.67,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,STB,Sacombank,62.92,Neutral,High Risk,10.15,9.33,11.5,13.36,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,ACB,ACB,62.83,Neutral,Medium Risk,0.16,0.38,11.41,4.41,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,MBB,Military Bank,58.25,Neutral,Medium Risk,-2.15,-1.56,6.83,2.47,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,TPB,TPBank,56.58,Neutral,Medium Risk,-2.64,-4.89,5.16,-0.86,Low Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,VCB,Vietcombank,52.92,Neutral,Low Risk,-0.88,-1.51,1.5,2.52,Moderate Opportunity Cost
2024Q4,VPB,VPBank,Banking,51.42,Neutral,Medium Risk,-3.52,-4.03,BID,BIDV,37.0,Weak Signal,Medium Risk,-8.57,-8.21,-14.42,-4.18,No Clear Opportunity Cost
2024Q4,VRE,Vincom Retail,Real Estate,33.83,Risk Alert,Medium Risk,-11.63,-8.05,KDH,Khang Dien House,60.08,Neutral,Low Risk,1.05,6.18,26.25,14.23,High Opportunity Cost
2024Q4,VRE,Vincom Retail,Real Estate,33.83,Risk Alert,Medium Risk,-11.63,-8.05,VHM,Vinhomes,41.08,Weak Signal,High Risk,-7.93,-3.84,7.25,4.21,Moderate Opportunity Cost
2024Q4,VRE,Vincom Retail,Real Estate,33.83,Risk Alert,Medium Risk,-11.63,-8.05,VIC,Vingroup,39.17,Weak Signal,Low Risk,-4.16,-1.98,5.34,6.07,Moderate Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,14.59,10.59,Moderate Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,13.59,11.96,Moderate Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,12.09,6.37,Moderate Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,8.09,-0.11,Low Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,5.25,10.5,Moderate Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-4.75,-3.72,No Clear Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-12.58,-2.3,No Clear Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-16.33,-14.88,No Clear Opportunity Cost
2025Q1,ACB,ACB,Banking,53.83,Neutral,Low Risk,1.57,4.0,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-18.0,-9.54,No Clear Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,27.17,12.89,High Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,26.17,14.26,High Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,24.67,8.67,High Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,20.67,2.19,Moderate Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,17.83,12.8,Moderate Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,12.58,2.3,Moderate Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,7.83,-1.42,Low Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-3.75,-12.58,No Clear Opportunity Cost
2025Q1,BID,BIDV,Banking,41.25,Weak Signal,Medium Risk,1.43,1.7,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-5.42,-7.24,No Clear Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,9.34,0.09,Low Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,8.34,1.46,Low Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,6.84,-4.13,Low Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,2.84,-10.61,Low Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,-5.25,-10.5,No Clear Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-10.0,-14.22,No Clear Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-17.83,-12.8,No Clear Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-21.58,-25.38,No Clear Opportunity Cost
2025Q1,CTG,VietinBank,Banking,59.08,Neutral,Medium Risk,8.8,14.5,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-23.25,-20.04,No Clear Opportunity Cost
2025Q1,GAS,PV Gas,Energy,38.67,Weak Signal,Low Risk,-1.9,-2.06,PLX,Petrolimex,41.58,Weak Signal,Medium Risk,3.68,2.88,2.91,4.94,Moderate Opportunity Cost
2025Q1,HCM,HSC Securities,Securities,60.08,Neutral,Medium Risk,6.24,7.74,VCI,Vietcap Securities,65.75,Positive Signal,Medium Risk,14.81,14.47,5.67,6.73,Moderate Opportunity Cost
2025Q1,HCM,HSC Securities,Securities,60.08,Neutral,Medium Risk,6.24,7.74,SSI,SSI Securities,59.5,Neutral,Medium Risk,0.22,0.22,-0.58,-7.52,No Clear Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,32.59,20.13,High Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,31.59,21.5,High Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,30.09,15.91,High Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,26.09,9.43,High Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,23.25,20.04,High Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,18.0,9.54,Moderate Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,13.25,5.82,Moderate Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,5.42,7.24,Moderate Opportunity Cost
2025Q1,HDB,HDBank,Banking,35.83,Weak Signal,High Risk,-11.94,-5.54,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,1.67,-5.34,Low Opportunity Cost
2025Q1,KDH,Khang Dien House,Real Estate,36.5,Weak Signal,Low Risk,-7.23,-9.3,VHM,Vinhomes,66.25,Positive Signal,Medium Risk,28.25,27.12,29.75,36.42,High Opportunity Cost
2025Q1,KDH,Khang Dien House,Real Estate,36.5,Weak Signal,Low Risk,-7.23,-9.3,VRE,Vincom Retail,58.92,Neutral,Medium Risk,10.71,12.33,22.42,21.63,High Opportunity Cost
2025Q1,KDH,Khang Dien House,Real Estate,36.5,Weak Signal,Low Risk,-7.23,-9.3,VIC,Vingroup,56.75,Neutral,High Risk,43.07,42.86,20.25,52.16,High Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,1.0,-1.37,Low Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,-1.5,-5.59,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,-5.5,-12.07,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,-8.34,-1.46,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,-13.59,-11.96,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-18.34,-15.68,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-26.17,-14.26,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-29.92,-26.84,No Clear Opportunity Cost
2025Q1,MBB,Military Bank,Banking,67.42,Positive Signal,Medium Risk,9.97,15.96,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-31.59,-21.5,No Clear Opportunity Cost
2025Q1,MSN,Masan Group,Consumer,38.83,Weak Signal,Medium Risk,-5.65,-4.84,VNM,Vinamilk,40.33,Weak Signal,Low Risk,-3.97,-5.02,1.5,-0.18,Low Opportunity Cost
2025Q1,MSN,Masan Group,Consumer,38.83,Weak Signal,Medium Risk,-5.65,-4.84,SAB,Sabeco,35.0,Weak Signal,Low Risk,-12.04,-11.42,-3.83,-6.58,No Clear Opportunity Cost
2025Q1,MWG,Mobile World,Retail,46.58,Weak Signal,Medium Risk,-2.64,-3.76,PNJ,Phu Nhuan Jewelry,31.67,Risk Alert,Medium Risk,-14.4,-13.78,-14.91,-10.02,No Clear Opportunity Cost
2025Q1,PLX,Petrolimex,Energy,41.58,Weak Signal,Medium Risk,3.68,2.88,GAS,PV Gas,38.67,Weak Signal,Low Risk,-1.9,-2.06,-2.91,-4.94,No Clear Opportunity Cost
2025Q1,PNJ,Phu Nhuan Jewelry,Retail,31.67,Risk Alert,Medium Risk,-14.4,-13.78,MWG,Mobile World,46.58,Weak Signal,Medium Risk,-2.64,-3.76,14.91,10.02,Moderate Opportunity Cost
2025Q1,SAB,Sabeco,Consumer,35.0,Weak Signal,Low Risk,-12.04,-11.42,VNM,Vinamilk,40.33,Weak Signal,Low Risk,-3.97,-5.02,5.33,6.4,Moderate Opportunity Cost
2025Q1,SAB,Sabeco,Consumer,35.0,Weak Signal,Low Risk,-12.04,-11.42,MSN,Masan Group,38.83,Weak Signal,Medium Risk,-5.65,-4.84,3.83,6.58,Moderate Opportunity Cost
2025Q1,SSI,SSI Securities,Securities,59.5,Neutral,Medium Risk,0.22,0.22,VCI,Vietcap Securities,65.75,Positive Signal,Medium Risk,14.81,14.47,6.25,14.25,Moderate Opportunity Cost
2025Q1,SSI,SSI Securities,Securities,59.5,Neutral,Medium Risk,0.22,0.22,HCM,HSC Securities,60.08,Neutral,Medium Risk,6.24,7.74,0.58,7.52,Moderate Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,2.5,4.22,Moderate Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,1.5,5.59,Moderate Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,-4.0,-6.48,No Clear Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,-6.84,4.13,Moderate Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,-12.09,-6.37,No Clear Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-16.84,-10.09,No Clear Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-24.67,-8.67,No Clear Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-28.42,-21.25,No Clear Opportunity Cost
2025Q1,STB,Sacombank,Banking,65.92,Positive Signal,Medium Risk,3.51,10.37,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-30.09,-15.91,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,-1.0,1.37,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,-2.5,-4.22,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,-6.5,-10.7,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,-9.34,-0.09,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,-14.59,-10.59,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-19.34,-14.31,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-27.17,-12.89,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-30.92,-25.47,No Clear Opportunity Cost
2025Q1,TCB,Techcombank,Banking,68.42,Positive Signal,Medium Risk,12.96,14.59,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-32.59,-20.13,No Clear Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,30.92,25.47,High Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,29.92,26.84,High Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,28.42,21.25,High Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,24.42,14.77,High Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,21.58,25.38,High Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,16.33,14.88,Moderate Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,11.58,11.16,Moderate Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,3.75,12.58,Moderate Opportunity Cost
2025Q1,TPB,TPBank,Banking,37.5,Weak Signal,Medium Risk,-13.55,-10.88,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-1.67,5.34,Moderate Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,6.5,10.7,Moderate Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,5.5,12.07,Moderate Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,4.0,6.48,Moderate Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,-2.84,10.61,Moderate Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,-8.09,0.11,No Clear Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,VPB,VPBank,49.08,Weak Signal,Medium Risk,-0.82,0.28,-12.84,-3.61,No Clear Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-20.67,-2.19,No Clear Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-24.42,-14.77,No Clear Opportunity Cost
2025Q1,VCB,Vietcombank,Banking,61.92,Neutral,Low Risk,4.11,3.89,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-26.09,-9.43,No Clear Opportunity Cost
2025Q1,VCI,Vietcap Securities,Securities,65.75,Positive Signal,Medium Risk,14.81,14.47,HCM,HSC Securities,60.08,Neutral,Medium Risk,6.24,7.74,-5.67,-6.73,No Clear Opportunity Cost
2025Q1,VCI,Vietcap Securities,Securities,65.75,Positive Signal,Medium Risk,14.81,14.47,SSI,SSI Securities,59.5,Neutral,Medium Risk,0.22,0.22,-6.25,-14.25,No Clear Opportunity Cost
2025Q1,VHM,Vinhomes,Real Estate,66.25,Positive Signal,Medium Risk,28.25,27.12,VRE,Vincom Retail,58.92,Neutral,Medium Risk,10.71,12.33,-7.33,-14.79,No Clear Opportunity Cost
2025Q1,VHM,Vinhomes,Real Estate,66.25,Positive Signal,Medium Risk,28.25,27.12,VIC,Vingroup,56.75,Neutral,High Risk,43.07,42.86,-9.5,15.74,Moderate Opportunity Cost
2025Q1,VHM,Vinhomes,Real Estate,66.25,Positive Signal,Medium Risk,28.25,27.12,KDH,Khang Dien House,36.5,Weak Signal,Low Risk,-7.23,-9.3,-29.75,-36.42,No Clear Opportunity Cost
2025Q1,VIC,Vingroup,Real Estate,56.75,Neutral,High Risk,43.07,42.86,VHM,Vinhomes,66.25,Positive Signal,Medium Risk,28.25,27.12,9.5,-15.74,Low Opportunity Cost
2025Q1,VIC,Vingroup,Real Estate,56.75,Neutral,High Risk,43.07,42.86,VRE,Vincom Retail,58.92,Neutral,Medium Risk,10.71,12.33,2.17,-30.53,Low Opportunity Cost
2025Q1,VIC,Vingroup,Real Estate,56.75,Neutral,High Risk,43.07,42.86,KDH,Khang Dien House,36.5,Weak Signal,Low Risk,-7.23,-9.3,-20.25,-52.16,No Clear Opportunity Cost
2025Q1,VNM,Vinamilk,Consumer,40.33,Weak Signal,Low Risk,-3.97,-5.02,MSN,Masan Group,38.83,Weak Signal,Medium Risk,-5.65,-4.84,-1.5,0.18,No Clear Opportunity Cost
2025Q1,VNM,Vinamilk,Consumer,40.33,Weak Signal,Low Risk,-3.97,-5.02,SAB,Sabeco,35.0,Weak Signal,Low Risk,-12.04,-11.42,-5.33,-6.4,No Clear Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,TCB,Techcombank,68.42,Positive Signal,Medium Risk,12.96,14.59,19.34,14.31,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,MBB,Military Bank,67.42,Positive Signal,Medium Risk,9.97,15.96,18.34,15.68,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,STB,Sacombank,65.92,Positive Signal,Medium Risk,3.51,10.37,16.84,10.09,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,VCB,Vietcombank,61.92,Neutral,Low Risk,4.11,3.89,12.84,3.61,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,CTG,VietinBank,59.08,Neutral,Medium Risk,8.8,14.5,10.0,14.22,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,ACB,ACB,53.83,Neutral,Low Risk,1.57,4.0,4.75,3.72,Moderate Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,BID,BIDV,41.25,Weak Signal,Medium Risk,1.43,1.7,-7.83,1.42,No Clear Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,TPB,TPBank,37.5,Weak Signal,Medium Risk,-13.55,-10.88,-11.58,-11.16,No Clear Opportunity Cost
2025Q1,VPB,VPBank,Banking,49.08,Weak Signal,Medium Risk,-0.82,0.28,HDB,HDBank,35.83,Weak Signal,High Risk,-11.94,-5.54,-13.25,-5.82,No Clear Opportunity Cost
2025Q1,VRE,Vincom Retail,Real Estate,58.92,Neutral,Medium Risk,10.71,12.33,VHM,Vinhomes,66.25,Positive Signal,Medium Risk,28.25,27.12,7.33,14.79,Moderate Opportunity Cost
2025Q1,VRE,Vincom Retail,Real Estate,58.92,Neutral,Medium Risk,10.71,12.33,VIC,Vingroup,56.75,Neutral,High Risk,43.07,42.86,-2.17,30.53,Moderate Opportunity Cost
2025Q1,VRE,Vincom Retail,Real Estate,58.92,Neutral,Medium Risk,10.71,12.33,KDH,Khang Dien House,36.5,Weak Signal,Low Risk,-7.23,-9.3,-22.42,-21.63,No Clear Opportunity Cost
2025Q2,ACB,ACB,Banking,57.25,Neutral,Medium Risk,-2.13,-1.98,TCB,Techcombank,68.75,Positive Signal,Medium Risk,22.35,23.23,11.5,25.21,Moderate Opportunity Cost
2025Q2,ACB,ACB,Banking,57.25,Neutral,Medium Risk,-2.13,-1.98,STB,Sacombank,67.58,Positive Signal,Medium Risk,17.63,22.09,10.33,24.07,Moderate Opportunity Cost
2025Q2,ACB,ACB,Banking,57.25,Neutral,Medium Risk,-2.13,-1.98,MBB,Military Bank,65.58,Positive Signal,Medium Risk,4.93,7.97,8.33,9.95,Moderate Opportunity Cost
